time,daily_max,daily_min,latitude,longitude,number,step,surface
1982-01-20,32.323517,21.984314,4.0,-73.0,0,0 days,0.0
1982-01-21,33.49057,20.870178,4.0,-73.0,0,0 days,0.0
1982-01-22,33.409973,21.911804,4.0,-73.0,0,0 days,0.0
1982-01-23,33.993134,18.88269,4.0,-73.0,0,0 days,0.0
1982-01-24,33.10739,20.553314,4.0,-73.0,0,0 days,0.0
1982-01-25,32.79706,22.313751,4.0,-73.0,0,0 days,0.0
1982-01-26,33.989197,21.702148,4.0,-73.0,0,0 days,0.0
1982-01-27,32.297363,23.1904,4.0,-73.0,0,0 days,0.0
1982-01-28,32.802765,23.857208,4.0,-73.0,0,0 days,0.0
1982-01-29,31.925812,21.783386,4.0,-73.0,0,0 days,0.0
1982-01-30,31.901337,23.229645,4.0,-73.0,0,0 days,0.0
1982-01-31,32.40335,23.875763,4.0,-73.0,0,0 days,0.0
1982-02-01,34.121613,22.605225,4.0,-73.0,0,0 days,0.0
1982-02-02,32.28543,24.089813,4.0,-73.0,0,0 days,0.0
1982-02-03,33.4935,22.765076,4.0,-73.0,0,0 days,0.0
1982-02-04,32.129547,23.28653,4.0,-73.0,0,0 days,0.0
1982-02-05,30.080597,23.542175,4.0,-73.0,0,0 days,0.0
1982-02-06,31.306915,22.470428,4.0,-73.0,0,0 days,0.0
1982-02-07,31.935822,23.71811,4.0,-73.0,0,0 days,0.0
1982-02-08,31.432465,23.40097,4.0,-73.0,0,0 days,0.0
1982-02-09,30.472565,23.226288,4.0,-73.0,0,0 days,0.0
1982-02-10,31.299988,23.377136,4.0,-73.0,0,0 days,0.0
1982-02-11,29.312042,22.72638,4.0,-73.0,0,0 days,0.0
1982-02-12,32.01956,23.20639,4.0,-73.0,0,0 days,0.0
1982-02-13,32.546783,23.556915,4.0,-73.0,0,0 days,0.0
1982-02-14,32.75943,24.43686,4.0,-73.0,0,0 days,0.0
1982-02-15,33.63266,24.425446,4.0,-73.0,0,0 days,0.0
1982-02-16,33.601044,24.016449,4.0,-73.0,0,0 days,0.0
1982-02-17,34.37259,24.564545,4.0,-73.0,0,0 days,0.0
1982-02-18,34.07193,23.835175,4.0,-73.0,0,0 days,0.0
1982-02-19,33.436188,24.640472,4.0,-73.0,0,0 days,0.0
1982-02-20,32.676178,24.292816,4.0,-73.0,0,0 days,0.0
1982-02-21,32.512115,23.406494,4.0,-73.0,0,0 days,0.0
1982-02-22,33.652496,23.717224,4.0,-73.0,0,0 days,0.0
1982-02-23,35.0054,23.648468,4.0,-73.0,0,0 days,0.0
1982-02-24,32.82718,22.676971,4.0,-73.0,0,0 days,0.0
1982-02-25,31.064423,21.948578,4.0,-73.0,0,0 days,0.0
1982-02-26,31.55307,21.48944,4.0,-73.0,0,0 days,0.0
1982-02-27,32.7352,23.967224,4.0,-73.0,0,0 days,0.0
1982-02-28,34.395233,23.904633,4.0,-73.0,0,0 days,0.0
1982-03-01,33.06839,24.066498,4.0,-73.0,0,0 days,0.0
1982-03-02,34.93338,24.11435,4.0,-73.0,0,0 days,0.0
1982-03-03,35.49649,23.492645,4.0,-73.0,0,0 days,0.0
1982-03-04,35.29538,23.382599,4.0,-73.0,0,0 days,0.0
1982-03-05,34.560455,24.23526,4.0,-73.0,0,0 days,0.0
1982-03-06,35.901276,24.390411,4.0,-73.0,0,0 days,0.0
1982-03-07,37.467926,23.836945,4.0,-73.0,0,0 days,0.0
1982-03-08,37.10501,23.955719,4.0,-73.0,0,0 days,0.0
1982-03-09,35.529816,25.967804,4.0,-73.0,0,0 days,0.0
1982-03-10,33.13748,25.628998,4.0,-73.0,0,0 days,0.0
1982-03-11,34.797974,24.72696,4.0,-73.0,0,0 days,0.0
1982-03-12,32.98355,24.11026,4.0,-73.0,0,0 days,0.0
1982-03-13,31.360992,23.549469,4.0,-73.0,0,0 days,0.0
1982-03-14,31.878387,22.61258,4.0,-73.0,0,0 days,0.0
1982-03-15,34.415436,24.065308,4.0,-73.0,0,0 days,0.0
1982-03-16,34.49295,24.583496,4.0,-73.0,0,0 days,0.0
1982-03-17,35.214752,23.970673,4.0,-73.0,0,0 days,0.0
1982-03-18,31.52768,24.042328,4.0,-73.0,0,0 days,0.0
1982-03-19,31.760406,24.303375,4.0,-73.0,0,0 days,0.0
1982-03-20,29.650055,23.231964,4.0,-73.0,0,0 days,0.0
1982-03-21,28.778107,23.354492,4.0,-73.0,0,0 days,0.0
1982-03-22,30.49887,23.243866,4.0,-73.0,0,0 days,0.0
1982-03-23,30.527008,22.148468,4.0,-73.0,0,0 days,0.0
1982-03-24,29.677948,21.682983,4.0,-73.0,0,0 days,0.0
1982-03-25,31.11679,22.437378,4.0,-73.0,0,0 days,0.0
1982-03-26,30.230316,23.512482,4.0,-73.0,0,0 days,0.0
1982-03-27,33.34012,23.85019,4.0,-73.0,0,0 days,0.0
1982-03-28,32.663055,24.111908,4.0,-73.0,0,0 days,0.0
1982-03-29,27.97995,22.828064,4.0,-73.0,0,0 days,0.0
1982-03-30,30.814056,21.676239,4.0,-73.0,0,0 days,0.0
1982-03-31,27.262543,22.857544,4.0,-73.0,0,0 days,0.0
1982-04-01,30.407013,23.448578,4.0,-73.0,0,0 days,0.0
1982-04-02,29.900787,22.110931,4.0,-73.0,0,0 days,0.0
1982-04-03,29.682709,21.725891,4.0,-73.0,0,0 days,0.0
1982-04-04,27.509491,22.994568,4.0,-73.0,0,0 days,0.0
1982-04-05,29.305267,22.823822,4.0,-73.0,0,0 days,0.0
1982-04-06,26.491028,22.55191,4.0,-73.0,0,0 days,0.0
1982-04-07,27.703644,22.811737,4.0,-73.0,0,0 days,0.0
1982-04-08,27.261078,22.667603,4.0,-73.0,0,0 days,0.0
1982-04-09,26.925323,22.336884,4.0,-73.0,0,0 days,0.0
1982-04-10,28.529938,23.104767,4.0,-73.0,0,0 days,0.0
1982-04-11,32.848724,22.354218,4.0,-73.0,0,0 days,0.0
1982-04-12,30.678253,22.30838,4.0,-73.0,0,0 days,0.0
1982-04-13,30.836426,23.40329,4.0,-73.0,0,0 days,0.0
1982-04-14,32.895477,23.654633,4.0,-73.0,0,0 days,0.0
1982-04-15,30.57016,23.456207,4.0,-73.0,0,0 days,0.0
1982-04-16,30.325531,23.432953,4.0,-73.0,0,0 days,0.0
1982-04-17,29.106293,23.194763,4.0,-73.0,0,0 days,0.0
1982-04-18,29.214111,22.746735,4.0,-73.0,0,0 days,0.0
1982-04-19,28.076569,22.348785,4.0,-73.0,0,0 days,0.0
1982-04-20,28.529999,22.227264,4.0,-73.0,0,0 days,0.0
1982-04-21,27.593414,22.706268,4.0,-73.0,0,0 days,0.0
1982-04-22,29.676483,21.725616,4.0,-73.0,0,0 days,0.0
1982-04-23,29.123932,22.441315,4.0,-73.0,0,0 days,0.0
1982-04-24,28.537964,22.994537,4.0,-73.0,0,0 days,0.0
1982-04-25,28.473633,22.415955,4.0,-73.0,0,0 days,0.0
1982-04-26,26.551483,21.659332,4.0,-73.0,0,0 days,0.0
1982-04-27,31.263458,22.505524,4.0,-73.0,0,0 days,0.0
1982-04-28,28.231659,22.572845,4.0,-73.0,0,0 days,0.0
1982-04-29,30.538239,22.3732,4.0,-73.0,0,0 days,0.0
1982-04-30,26.9628,22.647614,4.0,-73.0,0,0 days,0.0
1982-05-01,30.216003,23.114319,4.0,-73.0,0,0 days,0.0
1982-05-02,29.677032,22.720184,4.0,-73.0,0,0 days,0.0
1982-05-03,31.709503,22.265808,4.0,-73.0,0,0 days,0.0
1982-05-04,30.760162,23.047272,4.0,-73.0,0,0 days,0.0
1982-05-05,29.923187,22.754639,4.0,-73.0,0,0 days,0.0
1982-05-06,29.994171,22.156616,4.0,-73.0,0,0 days,0.0
1982-05-07,29.512604,22.095276,4.0,-73.0,0,0 days,0.0
1982-05-08,28.043121,22.395905,4.0,-73.0,0,0 days,0.0
1982-05-09,30.689728,22.863403,4.0,-73.0,0,0 days,0.0
1982-05-10,31.238129,23.049713,4.0,-73.0,0,0 days,0.0
1982-05-11,30.850494,22.83142,4.0,-73.0,0,0 days,0.0
1982-05-12,31.993805,22.708801,4.0,-73.0,0,0 days,0.0
1982-05-13,30.51242,21.847565,4.0,-73.0,0,0 days,0.0
1982-05-14,29.491974,22.939117,4.0,-73.0,0,0 days,0.0
1982-05-15,29.032867,22.690063,4.0,-73.0,0,0 days,0.0
1982-05-16,28.978363,21.633942,4.0,-73.0,0,0 days,0.0
1982-05-17,30.174164,22.549408,4.0,-73.0,0,0 days,0.0
1982-05-18,29.823273,22.639404,4.0,-73.0,0,0 days,0.0
1982-05-19,28.078217,22.38797,4.0,-73.0,0,0 days,0.0
1982-05-20,29.558075,21.485565,4.0,-73.0,0,0 days,0.0
1982-05-21,27.658478,22.446014,4.0,-73.0,0,0 days,0.0
1982-05-22,28.594269,22.993011,4.0,-73.0,0,0 days,0.0
1982-05-23,27.351166,21.337616,4.0,-73.0,0,0 days,0.0
1982-05-24,29.3078,21.488892,4.0,-73.0,0,0 days,0.0
1982-05-25,29.857574,23.043823,4.0,-73.0,0,0 days,0.0
1982-05-26,25.847504,21.414612,4.0,-73.0,0,0 days,0.0
1982-05-27,29.704254,22.186005,4.0,-73.0,0,0 days,0.0
1982-05-28,26.578033,22.357239,4.0,-73.0,0,0 days,0.0
1982-05-29,25.423065,21.572906,4.0,-73.0,0,0 days,0.0
1982-05-30,27.119781,22.138275,4.0,-73.0,0,0 days,0.0
1982-05-31,27.367401,21.558197,4.0,-73.0,0,0 days,0.0
1982-06-01,29.277252,21.678131,4.0,-73.0,0,0 days,0.0
1982-06-02,28.772064,22.961212,4.0,-73.0,0,0 days,0.0
1982-06-03,29.767334,23.373505,4.0,-73.0,0,0 days,0.0
1982-06-04,29.792877,21.952423,4.0,-73.0,0,0 days,0.0
1982-06-05,30.054657,22.464813,4.0,-73.0,0,0 days,0.0
1982-06-06,30.701935,22.513336,4.0,-73.0,0,0 days,0.0
1982-06-07,26.108002,21.696014,4.0,-73.0,0,0 days,0.0
1982-06-08,29.368774,21.840973,4.0,-73.0,0,0 days,0.0
1982-06-09,28.39206,21.108002,4.0,-73.0,0,0 days,0.0
1982-06-10,28.586395,21.952362,4.0,-73.0,0,0 days,0.0
1982-06-11,30.02884,22.589111,4.0,-73.0,0,0 days,0.0
1982-06-12,27.532867,22.92627,4.0,-73.0,0,0 days,0.0
1982-06-13,29.299713,21.978607,4.0,-73.0,0,0 days,0.0
1982-06-14,28.557922,22.09433,4.0,-73.0,0,0 days,0.0
1982-06-15,28.856903,21.76358,4.0,-73.0,0,0 days,0.0
1982-06-16,27.639618,21.347015,4.0,-73.0,0,0 days,0.0
1982-06-17,27.553833,21.833588,4.0,-73.0,0,0 days,0.0
1982-06-18,25.279816,21.42395,4.0,-73.0,0,0 days,0.0
1982-06-19,29.894989,21.461212,4.0,-73.0,0,0 days,0.0
1982-06-20,27.402863,21.071869,4.0,-73.0,0,0 days,0.0
1982-06-21,27.751923,21.417633,4.0,-73.0,0,0 days,0.0
1982-06-22,29.366364,21.703674,4.0,-73.0,0,0 days,0.0
1982-06-23,28.840546,21.964508,4.0,-73.0,0,0 days,0.0
1982-06-24,28.20227,21.646149,4.0,-73.0,0,0 days,0.0
1982-06-25,29.590302,21.523346,4.0,-73.0,0,0 days,0.0
1982-06-26,29.30008,20.547424,4.0,-73.0,0,0 days,0.0
1982-06-27,26.0206,22.006989,4.0,-73.0,0,0 days,0.0
1982-06-28,28.69455,21.886932,4.0,-73.0,0,0 days,0.0
1982-06-29,27.397156,21.86023,4.0,-73.0,0,0 days,0.0
1982-06-30,26.879242,21.871613,4.0,-73.0,0,0 days,0.0
1982-07-01,27.569061,22.011353,4.0,-73.0,0,0 days,0.0
1982-07-02,26.296051,21.04132,4.0,-73.0,0,0 days,0.0
1982-07-03,26.697845,21.582611,4.0,-73.0,0,0 days,0.0
1982-07-04,27.143097,20.611755,4.0,-73.0,0,0 days,0.0
1982-07-05,28.808563,21.372711,4.0,-73.0,0,0 days,0.0
1982-07-06,29.406464,21.444,4.0,-73.0,0,0 days,0.0
1982-07-07,29.063263,21.811188,4.0,-73.0,0,0 days,0.0
1982-07-08,26.61264,20.580597,4.0,-73.0,0,0 days,0.0
1982-07-09,30.602814,20.459106,4.0,-73.0,0,0 days,0.0
1982-07-10,28.805573,21.41513,4.0,-73.0,0,0 days,0.0
1982-07-11,29.674286,21.801117,4.0,-73.0,0,0 days,0.0
1982-07-12,30.168976,21.748016,4.0,-73.0,0,0 days,0.0
1982-07-13,29.038605,21.172913,4.0,-73.0,0,0 days,0.0
1982-07-14,27.121674,22.093964,4.0,-73.0,0,0 days,0.0
1982-07-15,29.948883,21.158173,4.0,-73.0,0,0 days,0.0
1982-07-16,29.343292,21.436218,4.0,-73.0,0,0 days,0.0
1982-07-17,29.798462,20.815674,4.0,-73.0,0,0 days,0.0
1982-07-18,27.43277,21.881104,4.0,-73.0,0,0 days,0.0
1982-07-19,27.847412,21.176361,4.0,-73.0,0,0 days,0.0
1982-07-20,28.213776,20.31717,4.0,-73.0,0,0 days,0.0
1982-07-21,29.048859,19.894531,4.0,-73.0,0,0 days,0.0
1982-07-22,26.552734,20.889069,4.0,-73.0,0,0 days,0.0
1982-07-23,30.81546,21.64856,4.0,-73.0,0,0 days,0.0
1982-07-24,27.960175,21.690521,4.0,-73.0,0,0 days,0.0
1982-07-25,25.996246,21.153625,4.0,-73.0,0,0 days,0.0
1982-07-26,28.608124,20.716888,4.0,-73.0,0,0 days,0.0
1982-07-27,25.921356,20.45462,4.0,-73.0,0,0 days,0.0
1982-07-28,26.295258,21.298767,4.0,-73.0,0,0 days,0.0
1982-07-29,28.340607,21.18576,4.0,-73.0,0,0 days,0.0
1982-07-30,26.861359,21.484222,4.0,-73.0,0,0 days,0.0
1982-07-31,29.128082,21.205597,4.0,-73.0,0,0 days,0.0
1982-08-01,27.03238,19.77353,4.0,-73.0,0,0 days,0.0
1982-08-02,28.478546,21.0271,4.0,-73.0,0,0 days,0.0
1982-08-03,27.22757,20.725433,4.0,-73.0,0,0 days,0.0
1982-08-04,30.560638,22.179993,4.0,-73.0,0,0 days,0.0
1982-08-05,28.635345,20.49411,4.0,-73.0,0,0 days,0.0
1982-08-06,27.41977,21.095154,4.0,-73.0,0,0 days,0.0
1982-08-07,28.554413,20.628815,4.0,-73.0,0,0 days,0.0
1982-08-08,28.772095,21.404724,4.0,-73.0,0,0 days,0.0
1982-08-09,29.997223,20.365753,4.0,-73.0,0,0 days,0.0
1982-08-10,28.970673,21.266876,4.0,-73.0,0,0 days,0.0
1982-08-11,28.977448,21.14563,4.0,-73.0,0,0 days,0.0
1982-08-12,29.408295,22.640564,4.0,-73.0,0,0 days,0.0
1982-08-13,29.325287,21.430511,4.0,-73.0,0,0 days,0.0
1982-08-14,28.953674,21.528595,4.0,-73.0,0,0 days,0.0
1982-08-15,29.38559,20.509491,4.0,-73.0,0,0 days,0.0
1982-08-16,28.577179,21.784363,4.0,-73.0,0,0 days,0.0
1982-08-17,27.499634,20.404327,4.0,-73.0,0,0 days,0.0
1982-08-18,28.343903,20.845123,4.0,-73.0,0,0 days,0.0
1982-08-19,25.99582,21.79419,4.0,-73.0,0,0 days,0.0
1982-08-20,26.13272,21.157257,4.0,-73.0,0,0 days,0.0
1982-08-21,29.427643,20.918182,4.0,-73.0,0,0 days,0.0
1982-08-22,29.003967,22.196472,4.0,-73.0,0,0 days,0.0
1982-08-23,29.10315,21.856476,4.0,-73.0,0,0 days,0.0
1982-08-24,27.794037,21.62918,4.0,-73.0,0,0 days,0.0
1982-08-25,29.255829,21.466309,4.0,-73.0,0,0 days,0.0
1982-08-26,28.147858,20.437134,4.0,-73.0,0,0 days,0.0
1982-08-27,27.931976,22.095428,4.0,-73.0,0,0 days,0.0
1982-08-28,29.302338,21.99118,4.0,-73.0,0,0 days,0.0
1982-08-29,30.446991,22.353424,4.0,-73.0,0,0 days,0.0
1982-08-30,29.316193,22.43283,4.0,-73.0,0,0 days,0.0
1982-08-31,29.946564,21.499847,4.0,-73.0,0,0 days,0.0
1982-09-01,29.24826,21.302277,4.0,-73.0,0,0 days,0.0
1982-09-02,28.552673,22.5867,4.0,-73.0,0,0 days,0.0
1982-09-03,28.591217,22.478607,4.0,-73.0,0,0 days,0.0
1982-09-04,28.718658,22.019012,4.0,-73.0,0,0 days,0.0
1982-09-05,27.539764,22.485596,4.0,-73.0,0,0 days,0.0
1982-09-06,30.406708,21.618225,4.0,-73.0,0,0 days,0.0
1982-09-07,30.301788,21.825165,4.0,-73.0,0,0 days,0.0
1982-09-08,30.542389,20.922089,4.0,-73.0,0,0 days,0.0
1982-09-09,29.435822,22.088196,4.0,-73.0,0,0 days,0.0
1982-09-10,28.85904,22.570648,4.0,-73.0,0,0 days,0.0
1982-09-11,29.295166,22.88501,4.0,-73.0,0,0 days,0.0
1982-09-12,30.473022,22.745728,4.0,-73.0,0,0 days,0.0
1982-09-13,30.775543,22.049347,4.0,-73.0,0,0 days,0.0
1982-09-14,30.418121,22.460236,4.0,-73.0,0,0 days,0.0
1982-09-15,30.31366,21.43985,4.0,-73.0,0,0 days,0.0
1982-09-16,30.769989,23.17038,4.0,-73.0,0,0 days,0.0
1982-09-17,30.435455,22.577179,4.0,-73.0,0,0 days,0.0
1982-09-18,30.836212,22.45404,4.0,-73.0,0,0 days,0.0
1982-09-19,27.806122,22.890198,4.0,-73.0,0,0 days,0.0
1982-09-20,29.341583,22.70102,4.0,-73.0,0,0 days,0.0
1982-09-21,29.063599,21.692566,4.0,-73.0,0,0 days,0.0
1982-09-22,29.346527,21.949158,4.0,-73.0,0,0 days,0.0
1982-09-23,30.619598,20.528534,4.0,-73.0,0,0 days,0.0
1982-09-24,28.786896,21.071198,4.0,-73.0,0,0 days,0.0
1982-09-25,29.160248,21.646057,4.0,-73.0,0,0 days,0.0
1982-09-26,28.81723,21.09668,4.0,-73.0,0,0 days,0.0
1982-09-27,30.451843,21.579865,4.0,-73.0,0,0 days,0.0
1982-09-28,30.424591,21.37561,4.0,-73.0,0,0 days,0.0
1982-09-29,30.138458,22.48413,4.0,-73.0,0,0 days,0.0
1982-09-30,29.923187,21.48349,4.0,-73.0,0,0 days,0.0
1982-10-01,29.854645,21.932709,4.0,-73.0,0,0 days,0.0
1982-10-02,29.79953,20.949432,4.0,-73.0,0,0 days,0.0
1982-10-03,28.048004,21.848724,4.0,-73.0,0,0 days,0.0
1982-10-04,31.216736,21.871918,4.0,-73.0,0,0 days,0.0
1982-10-05,29.294708,22.582855,4.0,-73.0,0,0 days,0.0
1982-10-06,29.797028,22.38095,4.0,-73.0,0,0 days,0.0
1982-10-07,29.855927,21.787445,4.0,-73.0,0,0 days,0.0
1982-10-08,30.968842,21.859253,4.0,-73.0,0,0 days,0.0
1982-10-09,29.171051,22.45691,4.0,-73.0,0,0 days,0.0
1982-10-10,28.040253,22.695404,4.0,-73.0,0,0 days,0.0
1982-10-11,29.446442,22.4328,4.0,-73.0,0,0 days,0.0
1982-10-12,30.737854,22.053131,4.0,-73.0,0,0 days,0.0
1982-10-13,29.62027,22.287476,4.0,-73.0,0,0 days,0.0
1982-10-14,29.902374,22.292236,4.0,-73.0,0,0 days,0.0
1982-10-15,29.29422,22.033112,4.0,-73.0,0,0 days,0.0
1982-10-16,27.368256,20.913666,4.0,-73.0,0,0 days,0.0
1982-10-17,28.870514,21.717133,4.0,-73.0,0,0 days,0.0
1982-10-18,29.805206,22.685059,4.0,-73.0,0,0 days,0.0
1982-10-19,29.455841,22.575348,4.0,-73.0,0,0 days,0.0
1982-10-20,29.867432,22.319183,4.0,-73.0,0,0 days,0.0
1982-10-21,29.434906,21.890991,4.0,-73.0,0,0 days,0.0
1982-10-22,29.930695,22.11789,4.0,-73.0,0,0 days,0.0
1982-10-23,28.281616,22.58609,4.0,-73.0,0,0 days,0.0
1982-10-24,29.631592,22.867493,4.0,-73.0,0,0 days,0.0
1982-10-25,29.185577,22.70694,4.0,-73.0,0,0 days,0.0
1982-10-26,29.193268,21.972443,4.0,-73.0,0,0 days,0.0
1982-10-27,28.29654,20.319977,4.0,-73.0,0,0 days,0.0
1982-10-28,28.590088,21.513733,4.0,-73.0,0,0 days,0.0
1982-10-29,29.27298,21.607635,4.0,-73.0,0,0 days,0.0
1982-10-30,29.720184,22.072418,4.0,-73.0,0,0 days,0.0
1982-10-31,29.92099,22.005829,4.0,-73.0,0,0 days,0.0
1982-11-01,28.94107,22.32425,4.0,-73.0,0,0 days,0.0
1982-11-02,30.598236,22.707153,4.0,-73.0,0,0 days,0.0
1982-11-03,30.08487,22.397614,4.0,-73.0,0,0 days,0.0
1982-11-04,30.12033,22.761078,4.0,-73.0,0,0 days,0.0
1982-11-05,30.930023,23.044647,4.0,-73.0,0,0 days,0.0
1982-11-06,29.951569,22.774628,4.0,-73.0,0,0 days,0.0
1982-11-07,32.082,23.354492,4.0,-73.0,0,0 days,0.0
1982-11-08,31.165192,22.456024,4.0,-73.0,0,0 days,0.0
1982-11-09,30.501373,20.79367,4.0,-73.0,0,0 days,0.0
1982-11-10,29.835175,22.299103,4.0,-73.0,0,0 days,0.0
1982-11-11,29.557281,23.163391,4.0,-73.0,0,0 days,0.0
1982-11-12,30.565826,22.777435,4.0,-73.0,0,0 days,0.0
1982-11-13,32.568817,21.810638,4.0,-73.0,0,0 days,0.0
1982-11-14,30.527557,22.443085,4.0,-73.0,0,0 days,0.0
1982-11-15,28.844147,22.518646,4.0,-73.0,0,0 days,0.0
1982-11-16,30.06845,22.670166,4.0,-73.0,0,0 days,0.0
1982-11-17,29.43576,22.065552,4.0,-73.0,0,0 days,0.0
1982-11-18,29.326324,22.502136,4.0,-73.0,0,0 days,0.0
1982-11-19,30.366516,22.704254,4.0,-73.0,0,0 days,0.0
1982-11-20,30.283295,22.175201,4.0,-73.0,0,0 days,0.0
1982-11-21,30.937897,23.13321,4.0,-73.0,0,0 days,0.0
1982-11-22,29.458832,22.676117,4.0,-73.0,0,0 days,0.0
1982-11-23,29.91983,22.349304,4.0,-73.0,0,0 days,0.0
1982-11-24,30.683807,22.318146,4.0,-73.0,0,0 days,0.0
1982-11-25,29.820587,21.999146,4.0,-73.0,0,0 days,0.0
1982-11-26,31.197113,21.27472,4.0,-73.0,0,0 days,0.0
1982-11-27,31.388306,21.87674,4.0,-73.0,0,0 days,0.0
1982-11-28,31.726685,23.009796,4.0,-73.0,0,0 days,0.0
1982-11-29,30.425323,22.104828,4.0,-73.0,0,0 days,0.0
1982-11-30,31.071442,23.140167,4.0,-73.0,0,0 days,0.0
1982-12-01,28.573456,21.651154,4.0,-73.0,0,0 days,0.0
1982-12-02,30.385529,22.741455,4.0,-73.0,0,0 days,0.0
1982-12-03,30.3638,20.810516,4.0,-73.0,0,0 days,0.0
1982-12-04,28.486084,21.92566,4.0,-73.0,0,0 days,0.0
1982-12-05,29.874847,22.430481,4.0,-73.0,0,0 days,0.0
1982-12-06,31.626678,23.773834,4.0,-73.0,0,0 days,0.0
1982-12-07,31.119537,21.995209,4.0,-73.0,0,0 days,0.0
1982-12-08,29.73825,23.215149,4.0,-73.0,0,0 days,0.0
1982-12-09,29.399506,22.747742,4.0,-73.0,0,0 days,0.0
1982-12-10,28.07486,22.663483,4.0,-73.0,0,0 days,0.0
1982-12-11,29.572784,22.771149,4.0,-73.0,0,0 days,0.0
1982-12-12,29.556183,21.456787,4.0,-73.0,0,0 days,0.0
1982-12-13,29.832794,22.284332,4.0,-73.0,0,0 days,0.0
1982-12-14,29.693329,22.514801,4.0,-73.0,0,0 days,0.0
1982-12-15,32.026703,21.333557,4.0,-73.0,0,0 days,0.0
1982-12-16,31.85791,22.256897,4.0,-73.0,0,0 days,0.0
1982-12-17,31.120605,23.664612,4.0,-73.0,0,0 days,0.0
1982-12-18,31.050995,22.76117,4.0,-73.0,0,0 days,0.0
1982-12-19,31.488312,22.521332,4.0,-73.0,0,0 days,0.0
1982-12-20,31.906555,22.991089,4.0,-73.0,0,0 days,0.0
1982-12-21,29.958527,22.133911,4.0,-73.0,0,0 days,0.0
1982-12-22,30.188934,21.98581,4.0,-73.0,0,0 days,0.0
1982-12-23,31.791107,23.645355,4.0,-73.0,0,0 days,0.0
1982-12-24,32.607697,23.146576,4.0,-73.0,0,0 days,0.0
1982-12-25,30.697021,21.748993,4.0,-73.0,0,0 days,0.0
1982-12-26,30.857819,21.093414,4.0,-73.0,0,0 days,0.0
1982-12-27,29.105804,22.757172,4.0,-73.0,0,0 days,0.0
1982-12-28,29.779022,22.339264,4.0,-73.0,0,0 days,0.0
1982-12-29,27.74707,21.963837,4.0,-73.0,0,0 days,0.0
1982-12-30,29.082733,21.915314,4.0,-73.0,0,0 days,0.0
1982-12-31,32.156464,21.839813,4.0,-73.0,0,0 days,0.0
1983-01-01,32.068634,21.301178,4.0,-73.0,0,0 days,0.0
1983-01-02,29.340057,22.670776,4.0,-73.0,0,0 days,0.0
1983-01-03,31.532013,23.555359,4.0,-73.0,0,0 days,0.0
1983-01-04,30.717438,23.559418,4.0,-73.0,0,0 days,0.0
1983-01-05,28.604645,23.589844,4.0,-73.0,0,0 days,0.0
1983-01-06,29.9393,21.607208,4.0,-73.0,0,0 days,0.0
1983-01-07,30.787567,23.316559,4.0,-73.0,0,0 days,0.0
1983-01-08,31.120514,21.830933,4.0,-73.0,0,0 days,0.0
1983-01-09,31.3013,22.953033,4.0,-73.0,0,0 days,0.0
1983-01-10,30.775543,24.042542,4.0,-73.0,0,0 days,0.0
1983-01-11,30.885284,23.462006,4.0,-73.0,0,0 days,0.0
1983-01-12,31.595123,23.199677,4.0,-73.0,0,0 days,0.0
1983-01-13,32.51883,22.691925,4.0,-73.0,0,0 days,0.0
1983-01-14,31.28244,23.5578,4.0,-73.0,0,0 days,0.0
1983-01-15,31.992035,21.727448,4.0,-73.0,0,0 days,0.0
1983-01-16,32.066864,22.286377,4.0,-73.0,0,0 days,0.0
1983-01-17,32.39914,22.513458,4.0,-73.0,0,0 days,0.0
1983-01-18,32.261078,21.588135,4.0,-73.0,0,0 days,0.0
1983-01-19,32.080902,24.869171,4.0,-73.0,0,0 days,0.0
1983-01-20,31.63205,23.619476,4.0,-73.0,0,0 days,0.0
1983-01-21,34.70273,23.236816,4.0,-73.0,0,0 days,0.0
1983-01-22,35.547516,25.053131,4.0,-73.0,0,0 days,0.0
1983-01-23,35.356537,25.370514,4.0,-73.0,0,0 days,0.0
1983-01-24,34.572052,24.446869,4.0,-73.0,0,0 days,0.0
1983-01-25,34.321594,24.166473,4.0,-73.0,0,0 days,0.0
1983-01-26,34.80197,25.169647,4.0,-73.0,0,0 days,0.0
1983-01-27,34.420868,23.749603,4.0,-73.0,0,0 days,0.0
1983-01-28,35.020203,24.489655,4.0,-73.0,0,0 days,0.0
1983-01-29,34.951904,23.3432,4.0,-73.0,0,0 days,0.0
1983-01-30,34.80191,23.755402,4.0,-73.0,0,0 days,0.0
1983-01-31,35.067505,23.584137,4.0,-73.0,0,0 days,0.0
1983-02-01,34.730804,24.856506,4.0,-73.0,0,0 days,0.0
1983-02-02,34.11383,25.141083,4.0,-73.0,0,0 days,0.0
1983-02-03,32.97888,24.698334,4.0,-73.0,0,0 days,0.0
1983-02-04,34.01413,25.539612,4.0,-73.0,0,0 days,0.0
1983-02-05,33.634064,24.656036,4.0,-73.0,0,0 days,0.0
1983-02-06,33.499817,24.853912,4.0,-73.0,0,0 days,0.0
1983-02-07,34.85211,23.11438,4.0,-73.0,0,0 days,0.0
1983-02-08,35.59494,24.485992,4.0,-73.0,0,0 days,0.0
1983-02-09,35.48523,22.939331,4.0,-73.0,0,0 days,0.0
1983-02-10,35.82068,24.698944,4.0,-73.0,0,0 days,0.0
1983-02-11,34.67099,23.3992,4.0,-73.0,0,0 days,0.0
