time,t2m,latitude,longitude,number,step,surface
1980-12-31 19:00:00,302.81696,4,-73,0,0 days,0
1980-12-31 20:00:00,302.9193,4,-73,0,0 days,0
1980-12-31 21:00:00,302.6247,4,-73,0,0 days,0
1980-12-31 22:00:00,302.4533,4,-73,0,0 days,0
1980-12-31 23:00:00,300.52625,4,-73,0,0 days,0
1981-01-01 00:00:00,300.03406,4,-73,0,0 days,0
1981-01-01 01:00:00,299.08032,4,-73,0,0 days,0
1981-01-01 02:00:00,298.68976,4,-73,0,0 days,0
1981-01-01 03:00:00,298.36597,4,-73,0,0 days,0
1981-01-01 04:00:00,297.98547,4,-73,0,0 days,0
1981-01-01 05:00:00,297.48526,4,-73,0,0 days,0
1981-01-01 06:00:00,297.11746,4,-73,0,0 days,0
1981-01-01 07:00:00,298.24445,4,-73,0,0 days,0
1981-01-01 08:00:00,299.66516,4,-73,0,0 days,0
1981-01-01 09:00:00,300.7395,4,-73,0,0 days,0
1981-01-01 10:00:00,306.2591,4,-73,0,0 days,0
1981-01-01 11:00:00,306.3424,4,-73,0,0 days,0
1981-01-01 12:00:00,306.9248,4,-73,0,0 days,0
1981-01-01 13:00:00,307.39352,4,-73,0,0 days,0
1981-01-01 14:00:00,307.55457,4,-73,0,0 days,0
1981-01-01 15:00:00,306.1953,4,-73,0,0 days,0
1981-01-01 16:00:00,306.2466,4,-73,0,0 days,0
1981-01-01 17:00:00,303.69995,4,-73,0,0 days,0
1981-01-01 18:00:00,303.16968,4,-73,0,0 days,0
1981-01-01 19:00:00,302.58075,4,-73,0,0 days,0
1981-01-01 20:00:00,301.51056,4,-73,0,0 days,0
1981-01-01 21:00:00,300.25854,4,-73,0,0 days,0
1981-01-01 22:00:00,298.85986,4,-73,0,0 days,0
1981-01-01 23:00:00,298.89337,4,-73,0,0 days,0
1981-01-02 00:00:00,297.16113,4,-73,0,0 days,0
1981-01-02 01:00:00,297.01202,4,-73,0,0 days,0
1981-01-02 02:00:00,296.76837,4,-73,0,0 days,0
1981-01-02 03:00:00,297.08362,4,-73,0,0 days,0
1981-01-02 04:00:00,296.80328,4,-73,0,0 days,0
1981-01-02 05:00:00,297.39758,4,-73,0,0 days,0
1981-01-02 06:00:00,297.16284,4,-73,0,0 days,0
1981-01-02 07:00:00,298.07272,4,-73,0,0 days,0
1981-01-02 08:00:00,298.97037,4,-73,0,0 days,0
1981-01-02 09:00:00,301.5311,4,-73,0,0 days,0
1981-01-02 10:00:00,304.458,4,-73,0,0 days,0
1981-01-02 11:00:00,304.91656,4,-73,0,0 days,0
1981-01-02 12:00:00,306.3641,4,-73,0,0 days,0
1981-01-02 13:00:00,306.70276,4,-73,0,0 days,0
1981-01-02 14:00:00,306.61093,4,-73,0,0 days,0
1981-01-02 15:00:00,305.8541,4,-73,0,0 days,0
1981-01-02 16:00:00,306.1254,4,-73,0,0 days,0
1981-01-02 17:00:00,303.7233,4,-73,0,0 days,0
1981-01-02 18:00:00,303.15125,4,-73,0,0 days,0
1981-01-02 19:00:00,302.58026,4,-73,0,0 days,0
1981-01-02 20:00:00,301.55847,4,-73,0,0 days,0
1981-01-02 21:00:00,300.75494,4,-73,0,0 days,0
1981-01-02 22:00:00,299.81146,4,-73,0,0 days,0
1981-01-02 23:00:00,299.82843,4,-73,0,0 days,0
1981-01-03 00:00:00,299.0166,4,-73,0,0 days,0
1981-01-03 01:00:00,297.72488,4,-73,0,0 days,0
1981-01-03 02:00:00,296.766,4,-73,0,0 days,0
1981-01-03 03:00:00,295.45273,4,-73,0,0 days,0
1981-01-03 04:00:00,294.8574,4,-73,0,0 days,0
1981-01-03 05:00:00,296.08154,4,-73,0,0 days,0
1981-01-03 06:00:00,294.83017,4,-73,0,0 days,0
1981-01-03 07:00:00,295.90424,4,-73,0,0 days,0
1981-01-03 08:00:00,299.2195,4,-73,0,0 days,0
1981-01-03 09:00:00,303.4531,4,-73,0,0 days,0
1981-01-03 10:00:00,305.13535,4,-73,0,0 days,0
1981-01-03 11:00:00,305.25653,4,-73,0,0 days,0
1981-01-03 12:00:00,306.38412,4,-73,0,0 days,0
1981-01-03 13:00:00,307.35397,4,-73,0,0 days,0
1981-01-03 14:00:00,307.49405,4,-73,0,0 days,0
1981-01-03 15:00:00,306.91364,4,-73,0,0 days,0
1981-01-03 16:00:00,307.016,4,-73,0,0 days,0
1981-01-03 17:00:00,303.5631,4,-73,0,0 days,0
1981-01-03 18:00:00,302.98004,4,-73,0,0 days,0
1981-01-03 19:00:00,302.37683,4,-73,0,0 days,0
1981-01-03 20:00:00,302.02972,4,-73,0,0 days,0
1981-01-03 21:00:00,300.82526,4,-73,0,0 days,0
1981-01-03 22:00:00,300.05835,4,-73,0,0 days,0
1981-01-03 23:00:00,299.5338,4,-73,0,0 days,0
1981-01-04 00:00:00,298.76218,4,-73,0,0 days,0
1981-01-04 01:00:00,296.79514,4,-73,0,0 days,0
1981-01-04 02:00:00,296.70813,4,-73,0,0 days,0
1981-01-04 03:00:00,296.55304,4,-73,0,0 days,0
1981-01-04 04:00:00,295.644,4,-73,0,0 days,0
1981-01-04 05:00:00,297.01254,4,-73,0,0 days,0
1981-01-04 06:00:00,295.01068,4,-73,0,0 days,0
1981-01-04 07:00:00,298.55032,4,-73,0,0 days,0
1981-01-04 08:00:00,300.02863,4,-73,0,0 days,0
1981-01-04 09:00:00,301.83966,4,-73,0,0 days,0
1981-01-04 10:00:00,303.62238,4,-73,0,0 days,0
1981-01-04 11:00:00,303.88666,4,-73,0,0 days,0
1981-01-04 12:00:00,304.96997,4,-73,0,0 days,0
1981-01-04 13:00:00,305.5868,4,-73,0,0 days,0
1981-01-04 14:00:00,305.7077,4,-73,0,0 days,0
1981-01-04 15:00:00,306.04248,4,-73,0,0 days,0
1981-01-04 16:00:00,306.0205,4,-73,0,0 days,0
1981-01-04 17:00:00,303.15247,4,-73,0,0 days,0
1981-01-04 18:00:00,302.5667,4,-73,0,0 days,0
1981-01-04 19:00:00,301.66638,4,-73,0,0 days,0
1981-01-04 20:00:00,301.3075,4,-73,0,0 days,0
1981-01-04 21:00:00,300.6007,4,-73,0,0 days,0
1981-01-04 22:00:00,299.03418,4,-73,0,0 days,0
1981-01-04 23:00:00,299.05096,4,-73,0,0 days,0
1981-01-05 00:00:00,297.73993,4,-73,0,0 days,0
1981-01-05 01:00:00,296.55698,4,-73,0,0 days,0
1981-01-05 02:00:00,295.38367,4,-73,0,0 days,0
1981-01-05 03:00:00,295.3804,4,-73,0,0 days,0
1981-01-05 04:00:00,296.80402,4,-73,0,0 days,0
1981-01-05 05:00:00,296.59607,4,-73,0,0 days,0
1981-01-05 06:00:00,296.5857,4,-73,0,0 days,0
1981-01-05 07:00:00,298.06464,4,-73,0,0 days,0
1981-01-05 08:00:00,298.7849,4,-73,0,0 days,0
1981-01-05 09:00:00,302.71555,4,-73,0,0 days,0
1981-01-05 10:00:00,303.39307,4,-73,0,0 days,0
1981-01-05 11:00:00,303.38916,4,-73,0,0 days,0
1981-01-05 12:00:00,305.478,4,-73,0,0 days,0
1981-01-05 13:00:00,307.0854,4,-73,0,0 days,0
1981-01-05 14:00:00,307.22217,4,-73,0,0 days,0
1981-01-05 15:00:00,307.59637,4,-73,0,0 days,0
1981-01-05 16:00:00,307.40955,4,-73,0,0 days,0
1981-01-05 17:00:00,303.8664,4,-73,0,0 days,0
1981-01-05 18:00:00,303.4779,4,-73,0,0 days,0
1981-01-05 19:00:00,302.65814,4,-73,0,0 days,0
1981-01-05 20:00:00,301.98187,4,-73,0,0 days,0
1981-01-05 21:00:00,301.64386,4,-73,0,0 days,0
1981-01-05 22:00:00,301.10645,4,-73,0,0 days,0
1981-01-05 23:00:00,300.5653,4,-73,0,0 days,0
1981-01-06 00:00:00,298.7727,4,-73,0,0 days,0
1981-01-06 01:00:00,297.84308,4,-73,0,0 days,0
1981-01-06 02:00:00,297.2874,4,-73,0,0 days,0
1981-01-06 03:00:00,296.7868,4,-73,0,0 days,0
1981-01-06 04:00:00,297.34808,4,-73,0,0 days,0
1981-01-06 05:00:00,295.71735,4,-73,0,0 days,0
1981-01-06 06:00:00,294.7706,4,-73,0,0 days,0
1981-01-06 07:00:00,297.48392,4,-73,0,0 days,0
1981-01-06 08:00:00,300.9654,4,-73,0,0 days,0
1981-01-06 09:00:00,304.20056,4,-73,0,0 days,0
1981-01-06 10:00:00,304.91675,4,-73,0,0 days,0
1981-01-06 11:00:00,305.2384,4,-73,0,0 days,0
1981-01-06 12:00:00,306.46597,4,-73,0,0 days,0
1981-01-06 13:00:00,307.02954,4,-73,0,0 days,0
1981-01-06 14:00:00,307.2569,4,-73,0,0 days,0
1981-01-06 15:00:00,306.94287,4,-73,0,0 days,0
1981-01-06 16:00:00,306.90686,4,-73,0,0 days,0
1981-01-06 17:00:00,304.99323,4,-73,0,0 days,0
1981-01-06 18:00:00,303.97034,4,-73,0,0 days,0
1981-01-06 19:00:00,302.96484,4,-73,0,0 days,0
1981-01-06 20:00:00,302.61584,4,-73,0,0 days,0
1981-01-06 21:00:00,301.8175,4,-73,0,0 days,0
1981-01-06 22:00:00,300.88007,4,-73,0,0 days,0
1981-01-06 23:00:00,300.721,4,-73,0,0 days,0
1981-01-07 00:00:00,300.8498,4,-73,0,0 days,0
1981-01-07 01:00:00,298.43094,4,-73,0,0 days,0
1981-01-07 02:00:00,297.70306,4,-73,0,0 days,0
1981-01-07 03:00:00,296.65256,4,-73,0,0 days,0
1981-01-07 04:00:00,296.29175,4,-73,0,0 days,0
1981-01-07 05:00:00,296.84253,4,-73,0,0 days,0
1981-01-07 06:00:00,296.62595,4,-73,0,0 days,0
1981-01-07 07:00:00,298.60864,4,-73,0,0 days,0
1981-01-07 08:00:00,298.45074,4,-73,0,0 days,0
1981-01-07 09:00:00,301.55432,4,-73,0,0 days,0
1981-01-07 10:00:00,302.1524,4,-73,0,0 days,0
1981-01-07 11:00:00,302.27747,4,-73,0,0 days,0
1981-01-07 12:00:00,302.89246,4,-73,0,0 days,0
1981-01-07 13:00:00,304.28534,4,-73,0,0 days,0
1981-01-07 14:00:00,304.52246,4,-73,0,0 days,0
1981-01-07 15:00:00,303.52026,4,-73,0,0 days,0
1981-01-07 16:00:00,303.63757,4,-73,0,0 days,0
1981-01-07 17:00:00,302.036,4,-73,0,0 days,0
1981-01-07 18:00:00,301.9348,4,-73,0,0 days,0
1981-01-07 19:00:00,300.81464,4,-73,0,0 days,0
1981-01-07 20:00:00,299.82233,4,-73,0,0 days,0
1981-01-07 21:00:00,297.6607,4,-73,0,0 days,0
1981-01-07 22:00:00,296.76837,4,-73,0,0 days,0
1981-01-07 23:00:00,296.04144,4,-73,0,0 days,0
1981-01-08 00:00:00,295.0163,4,-73,0,0 days,0
1981-01-08 01:00:00,294.71466,4,-73,0,0 days,0
1981-01-08 02:00:00,294.54163,4,-73,0,0 days,0
1981-01-08 03:00:00,294.43845,4,-73,0,0 days,0
1981-01-08 04:00:00,296.45544,4,-73,0,0 days,0
1981-01-08 05:00:00,296.17102,4,-73,0,0 days,0
1981-01-08 06:00:00,296.07993,4,-73,0,0 days,0
1981-01-08 07:00:00,296.78818,4,-73,0,0 days,0
1981-01-08 08:00:00,296.59207,4,-73,0,0 days,0
1981-01-08 09:00:00,298.71042,4,-73,0,0 days,0
1981-01-08 10:00:00,298.3761,4,-73,0,0 days,0
1981-01-08 11:00:00,298.16888,4,-73,0,0 days,0
1981-01-08 12:00:00,300.1538,4,-73,0,0 days,0
1981-01-08 13:00:00,300.7638,4,-73,0,0 days,0
1981-01-08 14:00:00,301.49954,4,-73,0,0 days,0
1981-01-08 15:00:00,301.5628,4,-73,0,0 days,0
1981-01-08 16:00:00,301.55615,4,-73,0,0 days,0
1981-01-08 17:00:00,300.93134,4,-73,0,0 days,0
1981-01-08 18:00:00,300.68262,4,-73,0,0 days,0
1981-01-08 19:00:00,300.33514,4,-73,0,0 days,0
1981-01-08 20:00:00,299.9607,4,-73,0,0 days,0
1981-01-08 21:00:00,299.7409,4,-73,0,0 days,0
1981-01-08 22:00:00,298.9344,4,-73,0,0 days,0
1981-01-08 23:00:00,298.50443,4,-73,0,0 days,0
1981-01-09 00:00:00,297.57275,4,-73,0,0 days,0
1981-01-09 01:00:00,296.53384,4,-73,0,0 days,0
1981-01-09 02:00:00,296.3977,4,-73,0,0 days,0
1981-01-09 03:00:00,296.22607,4,-73,0,0 days,0
1981-01-09 04:00:00,295.42706,4,-73,0,0 days,0
1981-01-09 05:00:00,295.79004,4,-73,0,0 days,0
1981-01-09 06:00:00,295.92374,4,-73,0,0 days,0
1981-01-09 07:00:00,296.5081,4,-73,0,0 days,0
1981-01-09 08:00:00,296.0641,4,-73,0,0 days,0
1981-01-09 09:00:00,299.7103,4,-73,0,0 days,0
1981-01-09 10:00:00,299.86963,4,-73,0,0 days,0
1981-01-09 11:00:00,299.89124,4,-73,0,0 days,0
1981-01-09 12:00:00,302.0121,4,-73,0,0 days,0
1981-01-09 13:00:00,302.40015,4,-73,0,0 days,0
1981-01-09 14:00:00,302.7256,4,-73,0,0 days,0
1981-01-09 15:00:00,302.46588,4,-73,0,0 days,0
1981-01-09 16:00:00,301.31458,4,-73,0,0 days,0
1981-01-09 17:00:00,299.95618,4,-73,0,0 days,0
1981-01-09 18:00:00,299.89532,4,-73,0,0 days,0
1981-01-09 19:00:00,300.09088,4,-73,0,0 days,0
1981-01-09 20:00:00,300.57227,4,-73,0,0 days,0
1981-01-09 21:00:00,298.847,4,-73,0,0 days,0
1981-01-09 22:00:00,297.0915,4,-73,0,0 days,0
1981-01-09 23:00:00,297.3052,4,-73,0,0 days,0
1981-01-10 00:00:00,297.19864,4,-73,0,0 days,0
1981-01-10 01:00:00,296.17795,4,-73,0,0 days,0
1981-01-10 02:00:00,296.14615,4,-73,0,0 days,0
1981-01-10 03:00:00,294.6095,4,-73,0,0 days,0
1981-01-10 04:00:00,294.3997,4,-73,0,0 days,0
1981-01-10 05:00:00,295.25934,4,-73,0,0 days,0
1981-01-10 06:00:00,295.48932,4,-73,0,0 days,0
1981-01-10 07:00:00,297.87167,4,-73,0,0 days,0
1981-01-10 08:00:00,298.27362,4,-73,0,0 days,0
1981-01-10 09:00:00,300.52777,4,-73,0,0 days,0
1981-01-10 10:00:00,300.42664,4,-73,0,0 days,0
1981-01-10 11:00:00,300.27966,4,-73,0,0 days,0
1981-01-10 12:00:00,302.33142,4,-73,0,0 days,0
1981-01-10 13:00:00,302.02917,4,-73,0,0 days,0
1981-01-10 14:00:00,302.56033,4,-73,0,0 days,0
1981-01-10 15:00:00,302.3459,4,-73,0,0 days,0
1981-01-10 16:00:00,302.56152,4,-73,0,0 days,0
1981-01-10 17:00:00,301.89954,4,-73,0,0 days,0
1981-01-10 18:00:00,301.31543,4,-73,0,0 days,0
1981-01-10 19:00:00,301.0348,4,-73,0,0 days,0
1981-01-10 20:00:00,301.14447,4,-73,0,0 days,0
1981-01-10 21:00:00,301.2589,4,-73,0,0 days,0
1981-01-10 22:00:00,299.8556,4,-73,0,0 days,0
1981-01-10 23:00:00,299.10553,4,-73,0,0 days,0
1981-01-11 00:00:00,298.3521,4,-73,0,0 days,0
1981-01-11 01:00:00,296.4743,4,-73,0,0 days,0
1981-01-11 02:00:00,295.967,4,-73,0,0 days,0
1981-01-11 03:00:00,295.0117,4,-73,0,0 days,0
1981-01-11 04:00:00,295.21234,4,-73,0,0 days,0
1981-01-11 05:00:00,295.0937,4,-73,0,0 days,0
1981-01-11 06:00:00,294.4065,4,-73,0,0 days,0
1981-01-11 07:00:00,295.55167,4,-73,0,0 days,0
1981-01-11 08:00:00,298.45804,4,-73,0,0 days,0
1981-01-11 09:00:00,301.58844,4,-73,0,0 days,0
1981-01-11 10:00:00,302.48752,4,-73,0,0 days,0
1981-01-11 11:00:00,302.61487,4,-73,0,0 days,0
1981-01-11 12:00:00,304.21686,4,-73,0,0 days,0
1981-01-11 13:00:00,304.55038,4,-73,0,0 days,0
1981-01-11 14:00:00,304.6283,4,-73,0,0 days,0
1981-01-11 15:00:00,304.13855,4,-73,0,0 days,0
1981-01-11 16:00:00,303.79724,4,-73,0,0 days,0
1981-01-11 17:00:00,302.94934,4,-73,0,0 days,0
1981-01-11 18:00:00,302.14532,4,-73,0,0 days,0
1981-01-11 19:00:00,301.40387,4,-73,0,0 days,0
1981-01-11 20:00:00,301.3565,4,-73,0,0 days,0
1981-01-11 21:00:00,300.41614,4,-73,0,0 days,0
1981-01-11 22:00:00,298.69403,4,-73,0,0 days,0
1981-01-11 23:00:00,297.944,4,-73,0,0 days,0
1981-01-12 00:00:00,297.0084,4,-73,0,0 days,0
1981-01-12 01:00:00,295.9148,4,-73,0,0 days,0
1981-01-12 02:00:00,295.59338,4,-73,0,0 days,0
1981-01-12 03:00:00,295.72424,4,-73,0,0 days,0
1981-01-12 04:00:00,297.2766,4,-73,0,0 days,0
1981-01-12 05:00:00,295.89612,4,-73,0,0 days,0
1981-01-12 06:00:00,295.81458,4,-73,0,0 days,0
1981-01-12 07:00:00,296.4749,4,-73,0,0 days,0
1981-01-12 08:00:00,297.64847,4,-73,0,0 days,0
1981-01-12 09:00:00,301.99374,4,-73,0,0 days,0
1981-01-12 10:00:00,303.3914,4,-73,0,0 days,0
1981-01-12 11:00:00,304.3909,4,-73,0,0 days,0
1981-01-12 12:00:00,305.1772,4,-73,0,0 days,0
1981-01-12 13:00:00,305.7494,4,-73,0,0 days,0
1981-01-12 14:00:00,305.94415,4,-73,0,0 days,0
1981-01-12 15:00:00,306.21936,4,-73,0,0 days,0
1981-01-12 16:00:00,306.32898,4,-73,0,0 days,0
1981-01-12 17:00:00,303.7008,4,-73,0,0 days,0
1981-01-12 18:00:00,302.5561,4,-73,0,0 days,0
1981-01-12 19:00:00,301.74847,4,-73,0,0 days,0
1981-01-12 20:00:00,301.7085,4,-73,0,0 days,0
1981-01-12 21:00:00,300.1882,4,-73,0,0 days,0
1981-01-12 22:00:00,298.46524,4,-73,0,0 days,0
1981-01-12 23:00:00,298.05774,4,-73,0,0 days,0
1981-01-13 00:00:00,296.99304,4,-73,0,0 days,0
1981-01-13 01:00:00,295.1019,4,-73,0,0 days,0
1981-01-13 02:00:00,295.314,4,-73,0,0 days,0
1981-01-13 03:00:00,295.41324,4,-73,0,0 days,0
1981-01-13 04:00:00,296.29138,4,-73,0,0 days,0
1981-01-13 05:00:00,297.0683,4,-73,0,0 days,0
1981-01-13 06:00:00,296.73883,4,-73,0,0 days,0
1981-01-13 07:00:00,297.39618,4,-73,0,0 days,0
1981-01-13 08:00:00,299.21545,4,-73,0,0 days,0
1981-01-13 09:00:00,303.57098,4,-73,0,0 days,0
1981-01-13 10:00:00,303.93912,4,-73,0,0 days,0
1981-01-13 11:00:00,304.22098,4,-73,0,0 days,0
1981-01-13 12:00:00,305.30194,4,-73,0,0 days,0
1981-01-13 13:00:00,305.21667,4,-73,0,0 days,0
1981-01-13 14:00:00,305.25287,4,-73,0,0 days,0
1981-01-13 15:00:00,305.8567,4,-73,0,0 days,0
1981-01-13 16:00:00,305.74103,4,-73,0,0 days,0
1981-01-13 17:00:00,303.0244,4,-73,0,0 days,0
1981-01-13 18:00:00,302.2384,4,-73,0,0 days,0
1981-01-13 19:00:00,301.13297,4,-73,0,0 days,0
1981-01-13 20:00:00,301.0531,4,-73,0,0 days,0
1981-01-13 21:00:00,300.234,4,-73,0,0 days,0
1981-01-13 22:00:00,299.48926,4,-73,0,0 days,0
1981-01-13 23:00:00,299.61194,4,-73,0,0 days,0
1981-01-14 00:00:00,299.4452,4,-73,0,0 days,0
1981-01-14 01:00:00,298.31976,4,-73,0,0 days,0
1981-01-14 02:00:00,297.62317,4,-73,0,0 days,0
1981-01-14 03:00:00,296.6415,4,-73,0,0 days,0
1981-01-14 04:00:00,296.5629,4,-73,0,0 days,0
1981-01-14 05:00:00,295.58206,4,-73,0,0 days,0
1981-01-14 06:00:00,295.54257,4,-73,0,0 days,0
1981-01-14 07:00:00,296.5694,4,-73,0,0 days,0
1981-01-14 08:00:00,298.1551,4,-73,0,0 days,0
1981-01-14 09:00:00,303.81696,4,-73,0,0 days,0
1981-01-14 10:00:00,304.25357,4,-73,0,0 days,0
1981-01-14 11:00:00,304.2253,4,-73,0,0 days,0
1981-01-14 12:00:00,305.51025,4,-73,0,0 days,0
1981-01-14 13:00:00,306.95654,4,-73,0,0 days,0
1981-01-14 14:00:00,306.495,4,-73,0,0 days,0
1981-01-14 15:00:00,306.61334,4,-73,0,0 days,0
1981-01-14 16:00:00,305.4054,4,-73,0,0 days,0
1981-01-14 17:00:00,303.9547,4,-73,0,0 days,0
1981-01-14 18:00:00,302.86145,4,-73,0,0 days,0
1981-01-14 19:00:00,301.5299,4,-73,0,0 days,0
1981-01-14 20:00:00,301.25943,4,-73,0,0 days,0
1981-01-14 21:00:00,300.28156,4,-73,0,0 days,0
1981-01-14 22:00:00,299.1648,4,-73,0,0 days,0
1981-01-14 23:00:00,298.20697,4,-73,0,0 days,0
1981-01-15 00:00:00,296.5811,4,-73,0,0 days,0
1981-01-15 01:00:00,296.5334,4,-73,0,0 days,0
1981-01-15 02:00:00,296.3352,4,-73,0,0 days,0
1981-01-15 03:00:00,294.88812,4,-73,0,0 days,0
1981-01-15 04:00:00,294.2068,4,-73,0,0 days,0
1981-01-15 05:00:00,296.5845,4,-73,0,0 days,0
1981-01-15 06:00:00,296.4493,4,-73,0,0 days,0
1981-01-15 07:00:00,298.74573,4,-73,0,0 days,0
1981-01-15 08:00:00,299.48853,4,-73,0,0 days,0
1981-01-15 09:00:00,302.84763,4,-73,0,0 days,0
1981-01-15 10:00:00,303.57803,4,-73,0,0 days,0
1981-01-15 11:00:00,303.5177,4,-73,0,0 days,0
1981-01-15 12:00:00,305.48004,4,-73,0,0 days,0
1981-01-15 13:00:00,306.04617,4,-73,0,0 days,0
1981-01-15 14:00:00,306.438,4,-73,0,0 days,0
1981-01-15 15:00:00,306.04694,4,-73,0,0 days,0
1981-01-15 16:00:00,305.67316,4,-73,0,0 days,0
1981-01-15 17:00:00,303.10675,4,-73,0,0 days,0
1981-01-15 18:00:00,301.80212,4,-73,0,0 days,0
1981-01-15 19:00:00,301.5843,4,-73,0,0 days,0
1981-01-15 20:00:00,301.89508,4,-73,0,0 days,0
1981-01-15 21:00:00,301.1374,4,-73,0,0 days,0
1981-01-15 22:00:00,299.5795,4,-73,0,0 days,0
1981-01-15 23:00:00,299.03882,4,-73,0,0 days,0
1981-01-16 00:00:00,298.22586,4,-73,0,0 days,0
1981-01-16 01:00:00,297.63684,4,-73,0,0 days,0
1981-01-16 02:00:00,296.95538,4,-73,0,0 days,0
1981-01-16 03:00:00,295.26434,4,-73,0,0 days,0
1981-01-16 04:00:00,294.40274,4,-73,0,0 days,0
1981-01-16 05:00:00,294.53333,4,-73,0,0 days,0
1981-01-16 06:00:00,293.91504,4,-73,0,0 days,0
1981-01-16 07:00:00,297.9122,4,-73,0,0 days,0
1981-01-16 08:00:00,299.51505,4,-73,0,0 days,0
1981-01-16 09:00:00,302.56216,4,-73,0,0 days,0
1981-01-16 10:00:00,303.1601,4,-73,0,0 days,0
1981-01-16 11:00:00,303.15744,4,-73,0,0 days,0
1981-01-16 12:00:00,305.13345,4,-73,0,0 days,0
1981-01-16 13:00:00,305.73737,4,-73,0,0 days,0
1981-01-16 14:00:00,305.77765,4,-73,0,0 days,0
1981-01-16 15:00:00,305.74503,4,-73,0,0 days,0
1981-01-16 16:00:00,305.8272,4,-73,0,0 days,0
1981-01-16 17:00:00,302.69867,4,-73,0,0 days,0
1981-01-16 18:00:00,301.28143,4,-73,0,0 days,0
1981-01-16 19:00:00,300.47595,4,-73,0,0 days,0
1981-01-16 20:00:00,300.2798,4,-73,0,0 days,0
1981-01-16 21:00:00,299.78503,4,-73,0,0 days,0
1981-01-16 22:00:00,298.19202,4,-73,0,0 days,0
1981-01-16 23:00:00,297.55597,4,-73,0,0 days,0
1981-01-17 00:00:00,295.49045,4,-73,0,0 days,0
1981-01-17 01:00:00,296.19128,4,-73,0,0 days,0
1981-01-17 02:00:00,296.2824,4,-73,0,0 days,0
1981-01-17 03:00:00,295.5932,4,-73,0,0 days,0
1981-01-17 04:00:00,295.2243,4,-73,0,0 days,0
1981-01-17 05:00:00,296.82715,4,-73,0,0 days,0
1981-01-17 06:00:00,296.84277,4,-73,0,0 days,0
1981-01-17 07:00:00,296.75555,4,-73,0,0 days,0
1981-01-17 08:00:00,297.7541,4,-73,0,0 days,0
1981-01-17 09:00:00,302.68506,4,-73,0,0 days,0
1981-01-17 10:00:00,303.06165,4,-73,0,0 days,0
1981-01-17 11:00:00,303.3274,4,-73,0,0 days,0
1981-01-17 12:00:00,305.82568,4,-73,0,0 days,0
1981-01-17 13:00:00,306.45612,4,-73,0,0 days,0
1981-01-17 14:00:00,306.68524,4,-73,0,0 days,0
1981-01-17 15:00:00,306.54916,4,-73,0,0 days,0
1981-01-17 16:00:00,306.5056,4,-73,0,0 days,0
1981-01-17 17:00:00,304.29623,4,-73,0,0 days,0
1981-01-17 18:00:00,302.3786,4,-73,0,0 days,0
1981-01-17 19:00:00,302.0293,4,-73,0,0 days,0
1981-01-17 20:00:00,301.2572,4,-73,0,0 days,0
1981-01-17 21:00:00,300.62006,4,-73,0,0 days,0
1981-01-17 22:00:00,300.45642,4,-73,0,0 days,0
1981-01-17 23:00:00,300.19348,4,-73,0,0 days,0
1981-01-18 00:00:00,299.13464,4,-73,0,0 days,0
1981-01-18 01:00:00,297.06323,4,-73,0,0 days,0
1981-01-18 02:00:00,296.1734,4,-73,0,0 days,0
1981-01-18 03:00:00,295.3261,4,-73,0,0 days,0
1981-01-18 04:00:00,295.47168,4,-73,0,0 days,0
1981-01-18 05:00:00,295.47418,4,-73,0,0 days,0
1981-01-18 06:00:00,295.40778,4,-73,0,0 days,0
1981-01-18 07:00:00,296.63043,4,-73,0,0 days,0
1981-01-18 08:00:00,297.53473,4,-73,0,0 days,0
1981-01-18 09:00:00,304.16418,4,-73,0,0 days,0
1981-01-18 10:00:00,305.02667,4,-73,0,0 days,0
1981-01-18 11:00:00,305.2227,4,-73,0,0 days,0
1981-01-18 12:00:00,307.28094,4,-73,0,0 days,0
1981-01-18 13:00:00,307.34372,4,-73,0,0 days,0
1981-01-18 14:00:00,307.39102,4,-73,0,0 days,0
1981-01-18 15:00:00,307.53375,4,-73,0,0 days,0
1981-01-18 16:00:00,307.0672,4,-73,0,0 days,0
1981-01-18 17:00:00,304.69235,4,-73,0,0 days,0
1981-01-18 18:00:00,303.73413,4,-73,0,0 days,0
1981-01-18 19:00:00,302.8534,4,-73,0,0 days,0
1981-01-18 20:00:00,302.2403,4,-73,0,0 days,0
1981-01-18 21:00:00,301.09753,4,-73,0,0 days,0
1981-01-18 22:00:00,299.38434,4,-73,0,0 days,0
1981-01-18 23:00:00,298.94263,4,-73,0,0 days,0
1981-01-19 00:00:00,297.85718,4,-73,0,0 days,0
1981-01-19 01:00:00,296.13544,4,-73,0,0 days,0
1981-01-19 02:00:00,295.87842,4,-73,0,0 days,0
1981-01-19 03:00:00,295.3679,4,-73,0,0 days,0
1981-01-19 04:00:00,295.12372,4,-73,0,0 days,0
1981-01-19 05:00:00,297.30255,4,-73,0,0 days,0
1981-01-19 06:00:00,297.56415,4,-73,0,0 days,0
1981-01-19 07:00:00,298.15875,4,-73,0,0 days,0
1981-01-19 08:00:00,298.8966,4,-73,0,0 days,0
1981-01-19 09:00:00,303.63342,4,-73,0,0 days,0
1981-01-19 10:00:00,304.21643,4,-73,0,0 days,0
1981-01-19 11:00:00,304.52478,4,-73,0,0 days,0
1981-01-19 12:00:00,307.5947,4,-73,0,0 days,0
1981-01-19 13:00:00,307.78348,4,-73,0,0 days,0
