time,t2m,latitude,longitude,number,step,surface
1983-01-29 03:00:00,297.74557,4,-73,0,0 days,0
1983-01-29 04:00:00,297.30225,4,-73,0,0 days,0
1983-01-29 05:00:00,296.8006,4,-73,0,0 days,0
1983-01-29 06:00:00,296.4932,4,-73,0,0 days,0
1983-01-29 07:00:00,297.44913,4,-73,0,0 days,0
1983-01-29 08:00:00,299.669,4,-73,0,0 days,0
1983-01-29 09:00:00,302.4797,4,-73,0,0 days,0
1983-01-29 10:00:00,304.06415,4,-73,0,0 days,0
1983-01-29 11:00:00,304.93018,4,-73,0,0 days,0
1983-01-29 12:00:00,306.18762,4,-73,0,0 days,0
1983-01-29 13:00:00,307.06827,4,-73,0,0 days,0
1983-01-29 14:00:00,308.0521,4,-73,0,0 days,0
1983-01-29 15:00:00,308.1019,4,-73,0,0 days,0
1983-01-29 16:00:00,307.44,4,-73,0,0 days,0
1983-01-29 17:00:00,305.31116,4,-73,0,0 days,0
1983-01-29 18:00:00,304.74933,4,-73,0,0 days,0
1983-01-29 19:00:00,304.0086,4,-73,0,0 days,0
1983-01-29 20:00:00,302.75092,4,-73,0,0 days,0
1983-01-29 21:00:00,300.4629,4,-73,0,0 days,0
1983-01-29 22:00:00,299.66888,4,-73,0,0 days,0
1983-01-29 23:00:00,299.5833,4,-73,0,0 days,0
1983-01-30 00:00:00,298.9145,4,-73,0,0 days,0
1983-01-30 01:00:00,298.4148,4,-73,0,0 days,0
1983-01-30 02:00:00,297.8932,4,-73,0,0 days,0
1983-01-30 03:00:00,297.1473,4,-73,0,0 days,0
1983-01-30 04:00:00,297.8515,4,-73,0,0 days,0
1983-01-30 05:00:00,297.21228,4,-73,0,0 days,0
1983-01-30 06:00:00,296.9054,4,-73,0,0 days,0
1983-01-30 07:00:00,297.89862,4,-73,0,0 days,0
1983-01-30 08:00:00,299.85565,4,-73,0,0 days,0
1983-01-30 09:00:00,303.01062,4,-73,0,0 days,0
1983-01-30 10:00:00,304.5833,4,-73,0,0 days,0
1983-01-30 11:00:00,305.55066,4,-73,0,0 days,0
1983-01-30 12:00:00,306.75012,4,-73,0,0 days,0
1983-01-30 13:00:00,307.31873,4,-73,0,0 days,0
1983-01-30 14:00:00,307.91235,4,-73,0,0 days,0
1983-01-30 15:00:00,307.9519,4,-73,0,0 days,0
1983-01-30 16:00:00,307.1925,4,-73,0,0 days,0
1983-01-30 17:00:00,304.794,4,-73,0,0 days,0
1983-01-30 18:00:00,304.71832,4,-73,0,0 days,0
1983-01-30 19:00:00,304.22235,4,-73,0,0 days,0
1983-01-30 20:00:00,303.3275,4,-73,0,0 days,0
1983-01-30 21:00:00,301.73596,4,-73,0,0 days,0
1983-01-30 22:00:00,300.34174,4,-73,0,0 days,0
1983-01-30 23:00:00,300.02618,4,-73,0,0 days,0
1983-01-31 00:00:00,298.96054,4,-73,0,0 days,0
1983-01-31 01:00:00,297.66174,4,-73,0,0 days,0
1983-01-31 02:00:00,297.2361,4,-73,0,0 days,0
1983-01-31 03:00:00,296.73413,4,-73,0,0 days,0
1983-01-31 04:00:00,297.85095,4,-73,0,0 days,0
1983-01-31 05:00:00,297.35596,4,-73,0,0 days,0
1983-01-31 06:00:00,297.3371,4,-73,0,0 days,0
1983-01-31 07:00:00,300.10474,4,-73,0,0 days,0
1983-01-31 08:00:00,302.23523,4,-73,0,0 days,0
1983-01-31 09:00:00,303.29803,4,-73,0,0 days,0
1983-01-31 10:00:00,305.3612,4,-73,0,0 days,0
1983-01-31 11:00:00,306.31866,4,-73,0,0 days,0
1983-01-31 12:00:00,307.794,4,-73,0,0 days,0
1983-01-31 13:00:00,308.2175,4,-73,0,0 days,0
1983-01-31 14:00:00,307.64774,4,-73,0,0 days,0
1983-01-31 15:00:00,307.725,4,-73,0,0 days,0
1983-01-31 16:00:00,307.79376,4,-73,0,0 days,0
1983-01-31 17:00:00,305.10693,4,-73,0,0 days,0
1983-01-31 18:00:00,304.24783,4,-73,0,0 days,0
1983-01-31 19:00:00,303.90253,4,-73,0,0 days,0
1983-01-31 20:00:00,303.14227,4,-73,0,0 days,0
1983-01-31 21:00:00,301.8837,4,-73,0,0 days,0
1983-01-31 22:00:00,301.46008,4,-73,0,0 days,0
1983-01-31 23:00:00,300.8335,4,-73,0,0 days,0
1983-02-01 00:00:00,300.17493,4,-73,0,0 days,0
1983-02-01 01:00:00,299.26086,4,-73,0,0 days,0
1983-02-01 02:00:00,298.74316,4,-73,0,0 days,0
1983-02-01 03:00:00,298.4164,4,-73,0,0 days,0
1983-02-01 04:00:00,298.0065,4,-73,0,0 days,0
1983-02-01 05:00:00,298.65906,4,-73,0,0 days,0
1983-02-01 06:00:00,298.6841,4,-73,0,0 days,0
1983-02-01 07:00:00,299.86853,4,-73,0,0 days,0
1983-02-01 08:00:00,300.5695,4,-73,0,0 days,0
1983-02-01 09:00:00,302.9766,4,-73,0,0 days,0
1983-02-01 10:00:00,304.06393,4,-73,0,0 days,0
1983-02-01 11:00:00,305.02304,4,-73,0,0 days,0
1983-02-01 12:00:00,305.5163,4,-73,0,0 days,0
1983-02-01 13:00:00,307.61078,4,-73,0,0 days,0
1983-02-01 14:00:00,307.8808,4,-73,0,0 days,0
1983-02-01 15:00:00,307.1983,4,-73,0,0 days,0
1983-02-01 16:00:00,306.71838,4,-73,0,0 days,0
1983-02-01 17:00:00,306.43048,4,-73,0,0 days,0
1983-02-01 18:00:00,304.41858,4,-73,0,0 days,0
1983-02-01 19:00:00,303.43457,4,-73,0,0 days,0
1983-02-01 20:00:00,302.75507,4,-73,0,0 days,0
1983-02-01 21:00:00,301.70236,4,-73,0,0 days,0
1983-02-01 22:00:00,301.63153,4,-73,0,0 days,0
1983-02-01 23:00:00,301.48615,4,-73,0,0 days,0
1983-02-02 00:00:00,300.65668,4,-73,0,0 days,0
1983-02-02 01:00:00,300.0559,4,-73,0,0 days,0
1983-02-02 02:00:00,299.5611,4,-73,0,0 days,0
1983-02-02 03:00:00,299.32623,4,-73,0,0 days,0
1983-02-02 04:00:00,299.0146,4,-73,0,0 days,0
1983-02-02 05:00:00,298.45825,4,-73,0,0 days,0
1983-02-02 06:00:00,298.29108,4,-73,0,0 days,0
1983-02-02 07:00:00,298.3506,4,-73,0,0 days,0
1983-02-02 08:00:00,298.993,4,-73,0,0 days,0
1983-02-02 09:00:00,302.98566,4,-73,0,0 days,0
1983-02-02 10:00:00,305.3447,4,-73,0,0 days,0
1983-02-02 11:00:00,305.4824,4,-73,0,0 days,0
1983-02-02 12:00:00,306.68942,4,-73,0,0 days,0
1983-02-02 13:00:00,307.07632,4,-73,0,0 days,0
1983-02-02 14:00:00,306.90265,4,-73,0,0 days,0
1983-02-02 15:00:00,307.25043,4,-73,0,0 days,0
1983-02-02 16:00:00,307.26382,4,-73,0,0 days,0
1983-02-02 17:00:00,305.61057,4,-73,0,0 days,0
1983-02-02 18:00:00,303.81744,4,-73,0,0 days,0
1983-02-02 19:00:00,302.97186,4,-73,0,0 days,0
1983-02-02 20:00:00,302.14093,4,-73,0,0 days,0
1983-02-02 21:00:00,301.65735,4,-73,0,0 days,0
1983-02-02 22:00:00,301.13245,4,-73,0,0 days,0
1983-02-02 23:00:00,300.35205,4,-73,0,0 days,0
1983-02-03 00:00:00,299.81195,4,-73,0,0 days,0
1983-02-03 01:00:00,299.95447,4,-73,0,0 days,0
1983-02-03 02:00:00,299.4444,4,-73,0,0 days,0
1983-02-03 03:00:00,298.6974,4,-73,0,0 days,0
1983-02-03 04:00:00,298.43256,4,-73,0,0 days,0
1983-02-03 05:00:00,297.84833,4,-73,0,0 days,0
1983-02-03 06:00:00,298.14893,4,-73,0,0 days,0
1983-02-03 07:00:00,298.6867,4,-73,0,0 days,0
1983-02-03 08:00:00,299.97864,4,-73,0,0 days,0
1983-02-03 09:00:00,302.8774,4,-73,0,0 days,0
1983-02-03 10:00:00,305.2712,4,-73,0,0 days,0
1983-02-03 11:00:00,305.37158,4,-73,0,0 days,0
1983-02-03 12:00:00,305.67212,4,-73,0,0 days,0
1983-02-03 13:00:00,305.6718,4,-73,0,0 days,0
1983-02-03 14:00:00,305.88495,4,-73,0,0 days,0
1983-02-03 15:00:00,306.12888,4,-73,0,0 days,0
1983-02-03 16:00:00,305.95947,4,-73,0,0 days,0
1983-02-03 17:00:00,306.01895,4,-73,0,0 days,0
1983-02-03 18:00:00,304.77682,4,-73,0,0 days,0
1983-02-03 19:00:00,303.8297,4,-73,0,0 days,0
1983-02-03 20:00:00,302.97363,4,-73,0,0 days,0
1983-02-03 21:00:00,302.53406,4,-73,0,0 days,0
1983-02-03 22:00:00,301.04602,4,-73,0,0 days,0
1983-02-03 23:00:00,300.83148,4,-73,0,0 days,0
1983-02-04 00:00:00,299.9489,4,-73,0,0 days,0
1983-02-04 01:00:00,300.36542,4,-73,0,0 days,0
1983-02-04 02:00:00,300.06714,4,-73,0,0 days,0
1983-02-04 03:00:00,299.60223,4,-73,0,0 days,0
1983-02-04 04:00:00,299.58838,4,-73,0,0 days,0
1983-02-04 05:00:00,299.0863,4,-73,0,0 days,0
1983-02-04 06:00:00,299.04388,4,-73,0,0 days,0
1983-02-04 07:00:00,299.2293,4,-73,0,0 days,0
1983-02-04 08:00:00,298.6896,4,-73,0,0 days,0
1983-02-04 09:00:00,299.9159,4,-73,0,0 days,0
1983-02-04 10:00:00,304.71024,4,-73,0,0 days,0
1983-02-04 11:00:00,305.34143,4,-73,0,0 days,0
1983-02-04 12:00:00,305.6149,4,-73,0,0 days,0
1983-02-04 13:00:00,306.528,4,-73,0,0 days,0
1983-02-04 14:00:00,306.8712,4,-73,0,0 days,0
1983-02-04 15:00:00,306.98602,4,-73,0,0 days,0
1983-02-04 16:00:00,307.16412,4,-73,0,0 days,0
1983-02-04 17:00:00,306.22125,4,-73,0,0 days,0
1983-02-04 18:00:00,304.7174,4,-73,0,0 days,0
1983-02-04 19:00:00,303.94397,4,-73,0,0 days,0
1983-02-04 20:00:00,302.7116,4,-73,0,0 days,0
1983-02-04 21:00:00,301.64252,4,-73,0,0 days,0
1983-02-04 22:00:00,301.3384,4,-73,0,0 days,0
1983-02-04 23:00:00,301.39062,4,-73,0,0 days,0
1983-02-05 00:00:00,300.4438,4,-73,0,0 days,0
1983-02-05 01:00:00,299.91492,4,-73,0,0 days,0
1983-02-05 02:00:00,299.92108,4,-73,0,0 days,0
1983-02-05 03:00:00,299.72784,4,-73,0,0 days,0
1983-02-05 04:00:00,299.17822,4,-73,0,0 days,0
1983-02-05 05:00:00,298.2389,4,-73,0,0 days,0
1983-02-05 06:00:00,297.80603,4,-73,0,0 days,0
1983-02-05 07:00:00,300.63568,4,-73,0,0 days,0
1983-02-05 08:00:00,302.10104,4,-73,0,0 days,0
1983-02-05 09:00:00,303.6935,4,-73,0,0 days,0
1983-02-05 10:00:00,304.7422,4,-73,0,0 days,0
1983-02-05 11:00:00,304.62167,4,-73,0,0 days,0
1983-02-05 12:00:00,305.90057,4,-73,0,0 days,0
1983-02-05 13:00:00,306.74283,4,-73,0,0 days,0
1983-02-05 14:00:00,306.78406,4,-73,0,0 days,0
1983-02-05 15:00:00,305.55075,4,-73,0,0 days,0
1983-02-05 16:00:00,305.7512,4,-73,0,0 days,0
1983-02-05 17:00:00,305.5522,4,-73,0,0 days,0
1983-02-05 18:00:00,304.5343,4,-73,0,0 days,0
1983-02-05 19:00:00,303.90558,4,-73,0,0 days,0
1983-02-05 20:00:00,303.55792,4,-73,0,0 days,0
1983-02-05 21:00:00,302.229,4,-73,0,0 days,0
1983-02-05 22:00:00,301.82904,4,-73,0,0 days,0
1983-02-05 23:00:00,301.71027,4,-73,0,0 days,0
1983-02-06 00:00:00,301.24762,4,-73,0,0 days,0
1983-02-06 01:00:00,300.87836,4,-73,0,0 days,0
1983-02-06 02:00:00,300.5559,4,-73,0,0 days,0
1983-02-06 03:00:00,300.3811,4,-73,0,0 days,0
1983-02-06 04:00:00,299.82782,4,-73,0,0 days,0
1983-02-06 05:00:00,298.0039,4,-73,0,0 days,0
1983-02-06 06:00:00,298.1051,4,-73,0,0 days,0
1983-02-06 07:00:00,298.88113,4,-73,0,0 days,0
1983-02-06 08:00:00,300.0507,4,-73,0,0 days,0
1983-02-06 09:00:00,300.77478,4,-73,0,0 days,0
1983-02-06 10:00:00,303.95837,4,-73,0,0 days,0
1983-02-06 11:00:00,304.78897,4,-73,0,0 days,0
1983-02-06 12:00:00,306.40256,4,-73,0,0 days,0
1983-02-06 13:00:00,306.45105,4,-73,0,0 days,0
1983-02-06 14:00:00,305.85992,4,-73,0,0 days,0
1983-02-06 15:00:00,306.63306,4,-73,0,0 days,0
1983-02-06 16:00:00,306.6498,4,-73,0,0 days,0
1983-02-06 17:00:00,304.99353,4,-73,0,0 days,0
1983-02-06 18:00:00,303.81235,4,-73,0,0 days,0
1983-02-06 19:00:00,302.52545,4,-73,0,0 days,0
1983-02-06 20:00:00,301.57898,4,-73,0,0 days,0
1983-02-06 21:00:00,302.22772,4,-73,0,0 days,0
1983-02-06 22:00:00,299.89227,4,-73,0,0 days,0
1983-02-06 23:00:00,299.38092,4,-73,0,0 days,0
1983-02-07 00:00:00,298.99548,4,-73,0,0 days,0
1983-02-07 01:00:00,298.15326,4,-73,0,0 days,0
1983-02-07 02:00:00,297.80505,4,-73,0,0 days,0
1983-02-07 03:00:00,297.1853,4,-73,0,0 days,0
1983-02-07 04:00:00,296.83646,4,-73,0,0 days,0
1983-02-07 05:00:00,296.81046,4,-73,0,0 days,0
1983-02-07 06:00:00,296.26437,4,-73,0,0 days,0
1983-02-07 07:00:00,297.7302,4,-73,0,0 days,0
1983-02-07 08:00:00,299.16635,4,-73,0,0 days,0
1983-02-07 09:00:00,299.91528,4,-73,0,0 days,0
1983-02-07 10:00:00,304.16,4,-73,0,0 days,0
1983-02-07 11:00:00,305.39413,4,-73,0,0 days,0
1983-02-07 12:00:00,306.93588,4,-73,0,0 days,0
1983-02-07 13:00:00,307.6848,4,-73,0,0 days,0
1983-02-07 14:00:00,307.92215,4,-73,0,0 days,0
1983-02-07 15:00:00,307.5925,4,-73,0,0 days,0
1983-02-07 16:00:00,308.0021,4,-73,0,0 days,0
1983-02-07 17:00:00,305.1208,4,-73,0,0 days,0
1983-02-07 18:00:00,304.89966,4,-73,0,0 days,0
1983-02-07 19:00:00,304.1007,4,-73,0,0 days,0
1983-02-07 20:00:00,303.727,4,-73,0,0 days,0
1983-02-07 21:00:00,302.3772,4,-73,0,0 days,0
1983-02-07 22:00:00,300.68478,4,-73,0,0 days,0
1983-02-07 23:00:00,300.06857,4,-73,0,0 days,0
1983-02-08 00:00:00,299.68628,4,-73,0,0 days,0
1983-02-08 01:00:00,299.21667,4,-73,0,0 days,0
1983-02-08 02:00:00,298.5688,4,-73,0,0 days,0
1983-02-08 03:00:00,298.09128,4,-73,0,0 days,0
1983-02-08 04:00:00,297.80096,4,-73,0,0 days,0
1983-02-08 05:00:00,297.70538,4,-73,0,0 days,0
1983-02-08 06:00:00,297.636,4,-73,0,0 days,0
1983-02-08 07:00:00,298.62143,4,-73,0,0 days,0
1983-02-08 08:00:00,299.62543,4,-73,0,0 days,0
1983-02-08 09:00:00,304.3353,4,-73,0,0 days,0
1983-02-08 10:00:00,304.7651,4,-73,0,0 days,0
1983-02-08 11:00:00,305.16046,4,-73,0,0 days,0
1983-02-08 12:00:00,307.4774,4,-73,0,0 days,0
1983-02-08 13:00:00,308.0096,4,-73,0,0 days,0
1983-02-08 14:00:00,308.13864,4,-73,0,0 days,0
1983-02-08 15:00:00,308.74493,4,-73,0,0 days,0
1983-02-08 16:00:00,308.71918,4,-73,0,0 days,0
1983-02-08 17:00:00,306.56842,4,-73,0,0 days,0
1983-02-08 18:00:00,305.73615,4,-73,0,0 days,0
1983-02-08 19:00:00,304.6142,4,-73,0,0 days,0
1983-02-08 20:00:00,303.8642,4,-73,0,0 days,0
1983-02-08 21:00:00,302.98517,4,-73,0,0 days,0
1983-02-08 22:00:00,301.35547,4,-73,0,0 days,0
1983-02-08 23:00:00,300.73508,4,-73,0,0 days,0
1983-02-09 00:00:00,300.18057,4,-73,0,0 days,0
1983-02-09 01:00:00,298.32724,4,-73,0,0 days,0
1983-02-09 02:00:00,297.7962,4,-73,0,0 days,0
1983-02-09 03:00:00,297.61923,4,-73,0,0 days,0
1983-02-09 04:00:00,297.6317,4,-73,0,0 days,0
1983-02-09 05:00:00,296.08932,4,-73,0,0 days,0
1983-02-09 06:00:00,296.14774,4,-73,0,0 days,0
1983-02-09 07:00:00,297.67694,4,-73,0,0 days,0
1983-02-09 08:00:00,299.7018,4,-73,0,0 days,0
1983-02-09 09:00:00,303.39337,4,-73,0,0 days,0
1983-02-09 10:00:00,304.85693,4,-73,0,0 days,0
1983-02-09 11:00:00,305.0468,4,-73,0,0 days,0
1983-02-09 12:00:00,307.14166,4,-73,0,0 days,0
1983-02-09 13:00:00,308.63522,4,-73,0,0 days,0
1983-02-09 14:00:00,307.91367,4,-73,0,0 days,0
1983-02-09 15:00:00,308.47778,4,-73,0,0 days,0
1983-02-09 16:00:00,308.55127,4,-73,0,0 days,0
1983-02-09 17:00:00,304.33997,4,-73,0,0 days,0
1983-02-09 18:00:00,304.47736,4,-73,0,0 days,0
1983-02-09 19:00:00,304.32208,4,-73,0,0 days,0
1983-02-09 20:00:00,304.0918,4,-73,0,0 days,0
1983-02-09 21:00:00,302.65265,4,-73,0,0 days,0
1983-02-09 22:00:00,301.9425,4,-73,0,0 days,0
1983-02-09 23:00:00,301.5824,4,-73,0,0 days,0
1983-02-10 00:00:00,300.10107,4,-73,0,0 days,0
1983-02-10 01:00:00,299.2838,4,-73,0,0 days,0
1983-02-10 02:00:00,298.52908,4,-73,0,0 days,0
1983-02-10 03:00:00,298.1542,4,-73,0,0 days,0
1983-02-10 04:00:00,297.84894,4,-73,0,0 days,0
1983-02-10 05:00:00,298.00656,4,-73,0,0 days,0
1983-02-10 06:00:00,297.86575,4,-73,0,0 days,0
1983-02-10 07:00:00,298.22025,4,-73,0,0 days,0
1983-02-10 08:00:00,299.0968,4,-73,0,0 days,0
1983-02-10 09:00:00,300.85782,4,-73,0,0 days,0
1983-02-10 10:00:00,305.9115,4,-73,0,0 days,0
1983-02-10 11:00:00,306.54886,4,-73,0,0 days,0
1983-02-10 12:00:00,308.0047,4,-73,0,0 days,0
1983-02-10 13:00:00,308.7908,4,-73,0,0 days,0
1983-02-10 14:00:00,308.8846,4,-73,0,0 days,0
1983-02-10 15:00:00,308.97067,4,-73,0,0 days,0
1983-02-10 16:00:00,307.83035,4,-73,0,0 days,0
1983-02-10 17:00:00,305.1077,4,-73,0,0 days,0
1983-02-10 18:00:00,304.32098,4,-73,0,0 days,0
1983-02-10 19:00:00,302.81845,4,-73,0,0 days,0
1983-02-10 20:00:00,302.10162,4,-73,0,0 days,0
1983-02-10 21:00:00,301.101,4,-73,0,0 days,0
1983-02-10 22:00:00,300.03955,4,-73,0,0 days,0
1983-02-10 23:00:00,299.58945,4,-73,0,0 days,0
1983-02-11 00:00:00,298.8977,4,-73,0,0 days,0
1983-02-11 01:00:00,297.6264,4,-73,0,0 days,0
1983-02-11 02:00:00,297.5047,4,-73,0,0 days,0
1983-02-11 03:00:00,296.78528,4,-73,0,0 days,0
1983-02-11 04:00:00,297.04504,4,-73,0,0 days,0
1983-02-11 05:00:00,297.72974,4,-73,0,0 days,0
1983-02-11 06:00:00,296.5492,4,-73,0,0 days,0
1983-02-11 07:00:00,298.17908,4,-73,0,0 days,0
1983-02-11 08:00:00,299.22977,4,-73,0,0 days,0
1983-02-11 09:00:00,301.65527,4,-73,0,0 days,0
1983-02-11 10:00:00,303.31024,4,-73,0,0 days,0
1983-02-11 11:00:00,303.95355,4,-73,0,0 days,0
1983-02-11 12:00:00,304.26035,4,-73,0,0 days,0
1983-02-11 13:00:00,307.34515,4,-73,0,0 days,0
1983-02-11 14:00:00,307.45248,4,-73,0,0 days,0
1983-02-11 15:00:00,307.57172,4,-73,0,0 days,0
1983-02-11 16:00:00,307.82098,4,-73,0,0 days,0
1983-02-11 17:00:00,304.93732,4,-73,0,0 days,0
1983-02-11 18:00:00,303.7876,4,-73,0,0 days,0
1983-02-11 19:00:00,302.58893,4,-73,0,0 days,0
1983-02-11 20:00:00,301.9439,4,-73,0,0 days,0
1983-02-11 21:00:00,300.77124,4,-73,0,0 days,0
1983-02-11 22:00:00,299.38977,4,-73,0,0 days,0
1983-02-11 23:00:00,299.15738,4,-73,0,0 days,0
1983-02-12 00:00:00,297.72012,4,-73,0,0 days,0
1983-02-12 01:00:00,297.53833,4,-73,0,0 days,0
1983-02-12 02:00:00,297.58127,4,-73,0,0 days,0
1983-02-12 03:00:00,296.8964,4,-73,0,0 days,0
1983-02-12 04:00:00,296.2775,4,-73,0,0 days,0
1983-02-12 05:00:00,296.92374,4,-73,0,0 days,0
1983-02-12 06:00:00,296.9255,4,-73,0,0 days,0
1983-02-12 07:00:00,298.1929,4,-73,0,0 days,0
1983-02-12 08:00:00,299.2678,4,-73,0,0 days,0
1983-02-12 09:00:00,300.5124,4,-73,0,0 days,0
1983-02-12 10:00:00,306.35544,4,-73,0,0 days,0
1983-02-12 11:00:00,306.83246,4,-73,0,0 days,0
1983-02-12 12:00:00,307.96274,4,-73,0,0 days,0
1983-02-12 13:00:00,308.4403,4,-73,0,0 days,0
1983-02-12 14:00:00,308.7195,4,-73,0,0 days,0
1983-02-12 15:00:00,308.69037,4,-73,0,0 days,0
1983-02-12 16:00:00,308.58203,4,-73,0,0 days,0
1983-02-12 17:00:00,305.31,4,-73,0,0 days,0
1983-02-12 18:00:00,303.69937,4,-73,0,0 days,0
1983-02-12 19:00:00,302.8037,4,-73,0,0 days,0
1983-02-12 20:00:00,302.88992,4,-73,0,0 days,0
1983-02-12 21:00:00,302.1451,4,-73,0,0 days,0
1983-02-12 22:00:00,300.24564,4,-73,0,0 days,0
1983-02-12 23:00:00,299.52338,4,-73,0,0 days,0
1983-02-13 00:00:00,298.84793,4,-73,0,0 days,0
1983-02-13 01:00:00,296.94385,4,-73,0,0 days,0
1983-02-13 02:00:00,296.39948,4,-73,0,0 days,0
1983-02-13 03:00:00,296.63678,4,-73,0,0 days,0
1983-02-13 04:00:00,296.7597,4,-73,0,0 days,0
1983-02-13 05:00:00,297.11237,4,-73,0,0 days,0
1983-02-13 06:00:00,297.0216,4,-73,0,0 days,0
1983-02-13 07:00:00,297.41174,4,-73,0,0 days,0
1983-02-13 08:00:00,299.17184,4,-73,0,0 days,0
1983-02-13 09:00:00,303.0635,4,-73,0,0 days,0
1983-02-13 10:00:00,304.8884,4,-73,0,0 days,0
1983-02-13 11:00:00,305.35992,4,-73,0,0 days,0
1983-02-13 12:00:00,307.012,4,-73,0,0 days,0
1983-02-13 13:00:00,309.62408,4,-73,0,0 days,0
1983-02-13 14:00:00,309.859,4,-73,0,0 days,0
1983-02-13 15:00:00,310.01733,4,-73,0,0 days,0
1983-02-13 16:00:00,310.31836,4,-73,0,0 days,0
1983-02-13 17:00:00,307.9322,4,-73,0,0 days,0
1983-02-13 18:00:00,307.15173,4,-73,0,0 days,0
1983-02-13 19:00:00,306.40997,4,-73,0,0 days,0
1983-02-13 20:00:00,305.7257,4,-73,0,0 days,0
1983-02-13 21:00:00,303.5346,4,-73,0,0 days,0
1983-02-13 22:00:00,301.68393,4,-73,0,0 days,0
1983-02-13 23:00:00,301.46036,4,-73,0,0 days,0
1983-02-14 00:00:00,298.52557,4,-73,0,0 days,0
1983-02-14 01:00:00,298.25565,4,-73,0,0 days,0
1983-02-14 02:00:00,298.28366,4,-73,0,0 days,0
1983-02-14 03:00:00,297.9959,4,-73,0,0 days,0
1983-02-14 04:00:00,297.90533,4,-73,0,0 days,0
1983-02-14 05:00:00,297.75317,4,-73,0,0 days,0
1983-02-14 06:00:00,297.7312,4,-73,0,0 days,0
1983-02-14 07:00:00,298.61502,4,-73,0,0 days,0
1983-02-14 08:00:00,299.7704,4,-73,0,0 days,0
1983-02-14 09:00:00,303.4311,4,-73,0,0 days,0
1983-02-14 10:00:00,305.80627,4,-73,0,0 days,0
1983-02-14 11:00:00,305.98257,4,-73,0,0 days,0
1983-02-14 12:00:00,307.88065,4,-73,0,0 days,0
1983-02-14 13:00:00,308.54755,4,-73,0,0 days,0
1983-02-14 14:00:00,308.53522,4,-73,0,0 days,0
1983-02-14 15:00:00,308.07147,4,-73,0,0 days,0
1983-02-14 16:00:00,308.34692,4,-73,0,0 days,0
1983-02-14 17:00:00,305.9045,4,-73,0,0 days,0
1983-02-14 18:00:00,305.65848,4,-73,0,0 days,0
1983-02-14 19:00:00,304.5306,4,-73,0,0 days,0
1983-02-14 20:00:00,304.47437,4,-73,0,0 days,0
1983-02-14 21:00:00,303.95233,4,-73,0,0 days,0
1983-02-14 22:00:00,302.92444,4,-73,0,0 days,0
1983-02-14 23:00:00,302.63196,4,-73,0,0 days,0
1983-02-15 00:00:00,301.81,4,-73,0,0 days,0
1983-02-15 01:00:00,299.7481,4,-73,0,0 days,0
1983-02-15 02:00:00,299.07065,4,-73,0,0 days,0
1983-02-15 03:00:00,298.41605,4,-73,0,0 days,0
1983-02-15 04:00:00,298.1333,4,-73,0,0 days,0
1983-02-15 05:00:00,298.19214,4,-73,0,0 days,0
1983-02-15 06:00:00,297.89404,4,-73,0,0 days,0
1983-02-15 07:00:00,298.57654,4,-73,0,0 days,0
1983-02-15 08:00:00,299.52124,4,-73,0,0 days,0
1983-02-15 09:00:00,301.23227,4,-73,0,0 days,0
1983-02-15 10:00:00,304.97485,4,-73,0,0 days,0
1983-02-15 11:00:00,305.75644,4,-73,0,0 days,0
1983-02-15 12:00:00,307.87988,4,-73,0,0 days,0
1983-02-15 13:00:00,307.50275,4,-73,0,0 days,0
1983-02-15 14:00:00,307.48187,4,-73,0,0 days,0
1983-02-15 15:00:00,308.27356,4,-73,0,0 days,0
1983-02-15 16:00:00,308.41333,4,-73,0,0 days,0
1983-02-15 17:00:00,306.52792,4,-73,0,0 days,0
1983-02-15 18:00:00,305.66586,4,-73,0,0 days,0
1983-02-15 19:00:00,305.00952,4,-73,0,0 days,0
1983-02-15 20:00:00,304.28067,4,-73,0,0 days,0
1983-02-15 21:00:00,303.3251,4,-73,0,0 days,0
1983-02-15 22:00:00,302.20462,4,-73,0,0 days,0
1983-02-15 23:00:00,301.33292,4,-73,0,0 days,0
1983-02-16 00:00:00,300.20706,4,-73,0,0 days,0
1983-02-16 01:00:00,300.36563,4,-73,0,0 days,0
1983-02-16 02:00:00,299.95624,4,-73,0,0 days,0
1983-02-16 03:00:00,299.01706,4,-73,0,0 days,0
1983-02-16 04:00:00,298.87787,4,-73,0,0 days,0
1983-02-16 05:00:00,299.16095,4,-73,0,0 days,0
1983-02-16 06:00:00,297.61322,4,-73,0,0 days,0
1983-02-16 07:00:00,298.89838,4,-73,0,0 days,0
1983-02-16 08:00:00,300.33926,4,-73,0,0 days,0
1983-02-16 09:00:00,304.28833,4,-73,0,0 days,0
1983-02-16 10:00:00,306.49365,4,-73,0,0 days,0
1983-02-16 11:00:00,306.8884,4,-73,0,0 days,0
1983-02-16 12:00:00,309.5929,4,-73,0,0 days,0
1983-02-16 13:00:00,310.10916,4,-73,0,0 days,0
1983-02-16 14:00:00,310.53973,4,-73,0,0 days,0
1983-02-16 15:00:00,311.148,4,-73,0,0 days,0
1983-02-16 16:00:00,310.22565,4,-73,0,0 days,0
1983-02-16 17:00:00,307.99118,4,-73,0,0 days,0
1983-02-16 18:00:00,306.5841,4,-73,0,0 days,0
1983-02-16 19:00:00,305.81427,4,-73,0,0 days,0
1983-02-16 20:00:00,306.002,4,-73,0,0 days,0
1983-02-16 21:00:00,305.3004,4,-73,0,0 days,0
